gene	mRNA_begin	mRNA_end	label	Tree1_one_ratio	Tree1_two_ratio_forground	Tree1_two_ratio_background	Tree2_one_ratio	Tree2_two_ratio_forground	Tree2_two_ratio_background	Tree3_one_ratio	Tree3_two_ratio_forground	Tree3_two_ratio_background	Tree1_one_ratio_lnL	Tree1_two_ratio_lnL	Tree2_one_ratio_lnL	Tree2_two_ratio_lnL	Tree3_one_ratio_lnL	Tree3_two_ratio_lnL	lrt_1_1_p_value	lrt_1_1_q_value	lrt_2_2_p_value	lrt_2_2_q_value	lrt_3_3_p_value	lrt_3_3_q_value	BestT1	BestT2	BestT3	BestlnL	Besttree	highw5
GALGAL_R12874	56792403	56800058	outlier	0.115820804	14.5915	0.115803	0.115820804	11.1365	0.115803	0.115820804	0.0001	0.116835	-3059.345386	-3059.346059	-3059.3459	-3059.34605	-3059.345816	-3059.349882	1	1	1	1	1	1	-3059.345386	-3059.3459	-3059.345816	-3059.345386	1	1
GALGAL_R00541	25016157	25019645	outlier	0.248448291	96.9122	0.248445	0.245475312	0.971845	0.24129	0.248448291	41.3969	0.248448	-2840.605732	-2840.605502	-2829.207231	-2828.358658	-2840.605823	-2840.605897	0.982888595	1	0.192661641	1	1	1	-2840.605502	-2828.358658	-2840.605823	-2828.358658	2	0
GALGAL_R00220	26355560	26369174	outlier	0.027533352	0.0001	0.027498	0.027283089	0.0659947	0.027112	0.027533352	0.385683	0.0274979	-7215.24777	-7215.247304	-7209.06789	-7208.844047	-7215.249883	-7215.250122	0.975645425	1	0.503435889	1	1	1	-7215.247304	-7208.844047	-7215.249883	-7208.844047	2	0
GALGAL_R12861	28119412	28128502	outlier	0.057627698	0.195251	0.0570728	0.057631954	0.103627	0.0573375	0.057834337	0.0001	0.0579209	-13309.49836	-13308.73304	-13305.58874	-13305.37778	-13315.34608	-13315.17041	0.216017018	1	0.515980553	1	0.553352179	1	-13308.73304	-13305.37778	-13315.17041	-13305.37778	2	0
GALGAL_R00428	28669758	28671564	outlier	0.059263262	0.0001	0.059364	0.058624882	0.0836909	0.0584494	0.05931936	20.6064	0.0592139	-4691.818542	-4691.735913	-4687.003522	-4686.965195	-4691.862324	-4691.913329	0.684361026	1	0.781884085	1	1	1	-4691.735913	-4686.965195	-4691.862324	-4686.965195	2	0
GALGAL_R00426	28748579	28767698	outlier	0.042966661	0.0001	0.0431879	0.042688384	0.0800692	0.0424407	0.042959002	0.0001	0.0431057	-7433.850604	-7433.514029	-7425.956701	-7425.820523	-7433.883089	-7433.688019	0.411955525	1	0.601755708	1	0.532225821	1	-7433.514029	-7425.820523	-7433.688019	-7425.820523	2	0
GALGAL_R12903	28798600	28800415	outlier	0.222899416	999	0.219993	0.22558851	0.0921053	0.227863	0.2235403	999	0.220097	-2964.691693	-2964.118602	-2962.665148	-2962.347067	-2964.623735	-2964.170161	0.284349819	1	0.425104019	1	0.340872272	1	-2964.118602	-2962.347067	-2964.170161	-2962.347067	2	0
GALGAL_R13113	28807656	28814550	outlier	0.046766316	0.168758	0.0457224	0.047042212	0.0001	0.0475583	0.046415981	0.0001	0.0464502	-2506.263727	-2505.815193	-2504.802385	-2504.475246	-2509.708949	-2509.708887	0.343569107	1	0.418587323	1	0.991115317	1	-2505.815193	-2504.475246	-2509.708887	-2504.475246	2	0
GALGAL_R17131	28831989	28841674	outlier	0.736157254	110.419	0.736185	0.736157254	0.0001	0.747819	0.736157254	11.4769	0.736186	-1382.066208	-1382.066185	-1382.066078	-1381.806568	-1382.06616	-1382.066215	0.994588525	1	0.471260022	1	1	1	-1382.066185	-1381.806568	-1382.06616	-1381.806568	2	0
GALGAL_R12895	28846199	28919486	outlier	0.119355104	0.0001	0.119352	0.11922886	0.1153	0.119253	0.119374743	0.0001	0.11966	-9837.263302	-9837.262677	-9825.430208	-9825.429462	-9837.26112	-9837.080576	0.971796397	1	0.969188241	1	0.547902608	1	-9837.262677	-9825.429462	-9837.080576	-9825.429462	2	0
GALGAL_R00419	29098267	29099217	outlier	0.127502383	0.272617	0.1247	0.126400771	0.0001	0.128916	0.124853321	0.000950819	0.124886	-789.347324	-789.272415	-789.158405	-788.845355	-789.87397	-789.873964	0.698709345	1	0.428789479	1	0.997236052	1	-789.272415	-788.845355	-789.873964	-788.845355	2	0
GALGAL_R12899	29246619	29359421	outlier	0.026010904	0.0001	0.026171	0.026349097	0.0001	0.0269196	0.025922572	0.0001	0.0259708	-2258.211276	-2258.157784	-2251.618799	-2251.368822	-2258.647774	-2258.647766	0.743604287	1	0.479520335	1	0.99680847	1	-2258.157784	-2251.368822	-2258.647766	-2251.368822	2	0
GALGAL_R12648	29549038	29718460	outlier	0.119575254	0.0869675	0.119856	0.119489559	0.148079	0.119178	0.119099575	999	0.118388	-7819.960841	-7819.932015	-7805.901006	-7805.863559	-7821.926987	-7821.050376	0.810246293	1	0.784340016	1	0.185472194	1	-7819.932015	-7805.863559	-7821.050376	-7805.863559	2	0
GALGAL_R00222	29887386	29903562	outlier	0.212471942	0.0001	0.212469	0.212285012	984.999	0.211739	0.212471942	7.80971	0.212468	-11301.28893	-11301.2888	-11298.70355	-11298.31916	-11301.28803	-11301.28931	0.987085674	1	0.380595353	1	1	1	-11301.2888	-11298.31916	-11301.28803	-11298.31916	2	1
GALGAL_R00424	29955432	30050559	outlier	0.100714696	0.176881	0.100395	0.101613966	0.0001	0.102372	0.10113189	3.79884	0.101017	-6934.989643	-6934.919629	-6933.522768	-6932.487415	-6936.757003	-6937.605524	0.708253178	1	0.150151999	1	1	1	-6934.919629	-6932.487415	-6936.757003	-6932.487415	2	0
GALGAL_R00447	30294674	30363691	outlier	0.113868966	404.296	0.113341	0.114209505	0.0001	0.114829	0.114071204	0.0001	0.114324	-5810.124547	-5809.841733	-5806.396405	-5805.695694	-5809.119025	-5808.843919	0.452001482	1	0.236485627	1	0.458231084	1	-5809.841733	-5805.695694	-5808.843919	-5805.695694	2	0
GALGAL_R12917	30423773	30455256	outlier	0.062647006	0.0001	0.06263	0.062647006	0.0001	0.06263	0.062647006	11.7661	0.06263	-1162.750587	-1162.750586	-1162.750548	-1162.750539	-1162.750589	-1162.750594	0.998871621	1	0.996614873	1	1	1	-1162.750586	-1162.750539	-1162.750589	-1162.750539	2	0
GALGAL_R00446	30460625	30470245	outlier	0.059643971	0.0001	0.0596547	0.060185185	0.0001	0.06102	0.059643971	0.0001	0.0596546	-6580.341864	-6580.341726	-6570.128028	-6568.845457	-6580.342383	-6580.342333	0.986745156	1	0.109242748	1	0.992021287	1	-6580.341726	-6568.845457	-6580.342333	-6568.845457	2	0
GALGAL_R00444	30583397	30607476	outlier	0.013088706	0.0001	0.013137	0.013226753	0.0001	0.0132912	0.013069284	5.10604	0.0130883	-4722.195647	-4722.149794	-4718.462481	-4718.325723	-4722.479332	-4722.480894	0.762019431	1	0.600982902	1	1	1	-4722.149794	-4718.325723	-4722.479332	-4718.325723	2	0
GALGAL_R12775	30660246	30661052	outlier	0.084053891	13.2809	0.0840393	0.084461507	0.0001	0.0855765	0.084291188	0.0001	0.0846484	-2406.596551	-2406.597188	-2404.152593	-2403.60672	-2406.377862	-2406.221103	1	1	0.296084675	1	0.575529381	1	-2406.596551	-2403.60672	-2406.221103	-2403.60672	2	0
GALGAL_R12916	30663853	30737943	outlier	0.158484645	7.43177	0.158543	0.158131177	0.378666	0.157596	0.158484645	4.12005	0.158542	-7254.284366	-7254.286938	-7248.559813	-7248.417616	-7254.2868	-7254.287097	1	1	0.59383559	1	1	1	-7254.284366	-7248.417616	-7254.2868	-7248.417616	2	0
GALGAL_R00441	30814639	30818821	outlier	0.13932908	0.0001	0.139333	0.141942771	0.0001	0.146599	0.139392192	0.994395	0.139398	-1183.227634	-1183.227599	-1179.597043	-1178.772644	-1183.490247	-1183.490265	0.993324497	1	0.199122609	1	1	1	-1183.227599	-1178.772644	-1183.490247	-1178.772644	2	0
GALGAL_R00224	30826710	30830091	outlier	0.209350857	0.726836	0.20853	0.20818885	0.33673	0.205994	0.209867747	0.165009	0.210341	-2843.395576	-2843.349192	-2839.069499	-2838.93428	-2841.501022	-2841.487078	0.760687275	1	0.603038109	1	0.867372405	1	-2843.349192	-2838.93428	-2841.487078	-2838.93428	2	0
GALGAL_R12650	31030880	31149374	outlier	0.394056948	0.0001	0.394038	0.401740506	0.0001	0.413398	0.394056948	0.0001	0.399746	-1422.104152	-1422.104129	-1418.732855	-1416.960183	-1422.103929	-1421.936958	0.994588525	1	0.059712784	1	0.563347064	1	-1422.104129	-1416.960183	-1421.936958	-1416.960183	2	0
GALGAL_R00434	32207746	32283568	outlier	0.114453699	0.0001	0.114455	0.114618268	0.10392	0.11473	0.113879353	0.582212	0.113119	-7260.599179	-7260.598716	-7252.679973	-7252.676465	-7256.9612	-7256.561549	0.975723922	1	0.933246006	1	0.371302142	1	-7260.598716	-7252.676465	-7256.561549	-7252.676465	2	0
GALGAL_R00432	32453927	32455003	outlier	0.004236686	0.0001	0.00423653	0.004310345	0.0001	0.00433385	0.004283086	0.0001	0.00429187	-2886.137368	-2886.110025	-2883.043282	-2882.944909	-2885.734073	-2885.686957	0.815101137	1	0.657360302	1	0.758864448	1	-2886.110025	-2882.944909	-2885.686957	-2882.944909	2	0
GALGAL_R12973	32689976	32716298	outlier	0.437753472	1.04518	0.437557	0.437868732	999	0.437396	0.437496157	0.2381	0.438377	-12837.91271	-12837.9041	-12835.75025	-12835.22826	-12835.51857	-12835.39236	0.895585266	1	0.306895316	1	0.615377612	1	-12837.9041	-12835.22826	-12835.39236	-12835.22826	2	1
GALGAL_R12974	32716500	32718111	outlier	0.290061187	11.0869	0.29015	0.290181156	0.0001	0.290019	0.290181156	3.1213	0.290151	-1980.088127	-1979.98118	-1979.981027	-1980.087884	-1979.981142	-1979.98118	0.643732297	1	1	1	1	1	-1979.98118	-1979.981027	-1979.981142	-1979.981027	2	0
GALGAL_R00225	32836084	32871924	outlier	0.199173864	2.6096	0.198835	0.199038245	0.100373	0.199438	0.199174174	36.4866	0.199006	-12510.38473	-12510.311	-12507.45806	-12507.30863	-12510.47523	-12510.4686	0.700970727	1	0.584592955	1	0.908331469	1	-12510.311	-12507.30863	-12510.4686	-12507.30863	2	0
GALGAL_R12652	32884243	32923347	outlier	0.2511504	0.0001	0.251186	0.2511504	999	0.25014	0.2511504	0.0001	0.251185	-5871.425713	-5871.4256	-5871.347753	-5870.504698	-5871.425819	-5871.425747	0.988005617	1	0.194114552	1	0.990425615	1	-5871.4256	-5870.504698	-5871.425747	-5870.504698	2	1
GALGAL_R12976	33126119	33221309	outlier	0.049057119	0.0001	0.0491051	0.049640487	0.0001	0.0504686	0.048316452	1.12061	0.0472811	-5103.194589	-5103.194297	-5097.378263	-5096.642687	-5100.690939	-5099.907055	0.980720125	1	0.225164022	1	0.21053145	1	-5103.194297	-5096.642687	-5099.907055	-5096.642687	2	0
GALGAL_R00516	33339499	33371971	outlier	0.10353336	0.0001	0.103729	0.104129442	0.0001	0.104647	0.10353336	1.72161	0.103551	-3482.501174	-3482.478953	-3480.841741	-3480.512925	-3482.501761	-3482.502324	0.833033418	1	0.417397183	1	1	1	-3482.478953	-3480.512925	-3482.501761	-3480.512925	2	0
GALGAL_R00227	33513468	33524591	outlier	0.158401212	0.0690439	0.159084	0.159593499	0.0001	0.163997	0.158298097	20.7191	0.158296	-3298.587086	-3298.53513	-3298.093214	-3295.461419	-3300.452403	-3300.45269	0.747184647	1	0.021776056	1	1	1	-3298.53513	-3295.461419	-3300.452403	-3295.461419	2	0
GALGAL_R12956	33529420	33541938	outlier	0.155372449	0.711281	0.154315	0.156602964	0.0836759	0.157289	0.155702792	417.156	0.15511	-7764.619045	-7764.185275	-7756.84495	-7756.68346	-7766.387742	-7765.968917	0.351637242	1	0.569822254	1	0.360069738	1	-7764.185275	-7756.68346	-7765.968917	-7756.68346	2	0
GALGAL_R00499	33574105	33592456	outlier	0.035333516	999	0.0348662	0.034951456	0.0909175	0.0339632	0.035875978	13.1636	0.0357837	-6698.972076	-6697.605361	-6673.881815	-6672.982791	-6700.061863	-6700.480884	0.098268032	1	0.179948661	1	1	1	-6697.605361	-6672.982791	-6700.061863	-6672.982791	2	0
GALGAL_R12654	33594270	33603769	outlier	0.264423684	0.0001	0.264422	0.267359108	0.0729869	0.271712	0.264423684	999	0.263747	-7919.41434	-7919.41348	-7897.624361	-7895.79356	-7919.414197	-7919.348598	0.966918911	1	0.055680072	1	0.717193131	1	-7919.41348	-7895.79356	-7919.348598	-7895.79356	2	0
GALGAL_R00366	33604116	33605717	outlier	0.195297191	0.0001	0.195912	0.195085813	0.161734	0.195644	0.194696042	0.0001	0.196443	-6140.158847	-6139.849873	-6122.389009	-6122.345865	-6139.475122	-6138.882646	0.431810846	1	0.768950326	1	0.276350168	1	-6139.849873	-6122.345865	-6138.882646	-6122.345865	2	0
GALGAL_R00497	33613365	33614563	outlier	0.053496047	0.0001	0.0534849	0.054542128	0.0001	0.05556	0.053496047	2.61224	0.0534849	-570.502871	-570.502869	-569.553119	-569.307611	-570.50286	-570.502877	0.998404232	1	0.48347444	1	1	1	-570.502869	-569.307611	-570.50286	-569.307611	2	0
GALGAL_R00496	33642438	33671641	outlier	0.04469714	0.0001	0.04477	0.044977596	0.0001	0.0456844	0.044666967	0.0001	0.0447663	-7563.340386	-7563.191755	-7556.118362	-7554.891538	-7563.480422	-7563.398111	0.585604014	1	0.117252087	1	0.684936318	1	-7563.191755	-7554.891538	-7563.398111	-7554.891538	2	0
GALGAL_R00407	33746958	33768860	outlier	0.073880986	999	0.0732704	0.07437276	0.0001	0.0748492	0.07417051	0.227402	0.0741445	-8380.362731	-8379.226847	-8378.739581	-8377.931299	-8381.900326	-8381.900322	0.131749526	1	0.203571555	1	0.997743244	1	-8379.226847	-8377.931299	-8381.900322	-8377.931299	2	0
GALGAL_R00228	33788611	33802238	outlier	0.217266682	672.049	0.216635	0.218436527	0.0832915	0.219554	0.218351156	0.0001	0.219131	-13826.98528	-13825.87389	-13817.89489	-13817.17879	-13826.5445	-13825.42963	0.135989232	1	0.231405407	1	0.135377503	1	-13825.87389	-13817.17879	-13825.42963	-13817.17879	2	0
GALGAL_R00639	33833527	33834694	outlier	0.059907561	0.0001	0.0598849	0.060551559	0.0001	0.0611944	0.059907561	0.0001	0.0598848	-803.615868	-803.615854	-801.67372	-801.525181	-803.61589	-803.615878	0.995778011	1	0.585720078	1	0.996091196	1	-803.615854	-801.525181	-803.615878	-801.525181	2	0
GALGAL_R00229	33840149	33873120	outlier	0.13318726	344.359	0.133157	0.134084818	0.0001	0.135168	0.13318726	2.60706	0.133158	-1318.156455	-1318.156404	-1317.580135	-1317.330739	-1318.156467	-1318.156466	0.991941898	1	0.480031388	1	0.998871621	1	-1318.156404	-1317.330739	-1318.156466	-1317.330739	2	0
GALGAL_R12655	33880717	33891251	outlier	0.14484955	0.0001	0.147164	0.145422496	0.306681	0.143598	0.14319835	0.000400492	0.143159	-1318.625945	-1318.420633	-1316.365551	-1316.229037	-1319.474203	-1319.47421	0.521652957	1	0.601307759	1	1	1	-1318.420633	-1316.229037	-1319.474203	-1316.229037	2	0
GALGAL_R00642	34025639	34027142	outlier	0.016087238	3.35562	0.0160869	0.016215922	0.0001	0.0163311	0.016087238	0.0001	0.0160869	-1397.27764	-1397.277766	-1395.357933	-1395.297236	-1397.277441	-1397.277428	1	1	0.727527475	1	0.995931589	1	-1397.27764	-1395.297236	-1397.277428	-1395.297236	2	0
GALGAL_R00658	34037414	34038918	outlier	0.201503345	2.07259	0.201542	0.202228528	0.0001	0.203137	0.201503345	10.3091	0.201542	-2837.907109	-2837.907195	-2837.164009	-2836.742677	-2837.90713	-2837.90711	1	1	0.358635975	1	0.994953769	1	-2837.907109	-2836.742677	-2837.90711	-2836.742677	2	0
GALGAL_R00391	34065403	34066130	outlier	0.109046132	0.0323101	0.110812	0.109607098	0.0001	0.114165	0.108637488	2.46353	0.1081	-1970.676835	-1970.429081	-1969.501223	-1966.408899	-1971.50118	-1972.152818	0.481480546	1	0.012886333	1	1	1	-1970.429081	-1966.408899	-1971.50118	-1966.408899	2	0
GALGAL_R00230	34117246	34157970	outlier	0.319532969	0.701937	0.31853	0.321637759	0.161246	0.324346	0.320649417	0.0463921	0.32114	-22123.2429	-22122.86314	-22097.47067	-22096.0822	-22131.78445	-22131.5435	0.383483163	1	0.095629887	1	0.487557533	1	-22122.86314	-22096.0822	-22131.5435	-22096.0822	2	0
GALGAL_R17257	34164772	34165053	outlier	0.091740296	0.0001	0.0917169	0.090573916	0.270129	0.0889445	0.092374458	0.0001	0.0944768	-1303.250963	-1303.250935	-1298.76596	-1298.4928	-1301.784597	-1301.38123	0.994029234	1	0.459825251	1	0.36908761	1	-1303.250935	-1298.4928	-1301.38123	-1298.4928	2	0
GALGAL_R12872	34194457	34195339	outlier	0.031728629	721.73	0.0306613	0.032849346	0.0001	0.03364	0.031677204	4.07524	0.0316806	-1630.004038	-1629.33726	-1624.882893	-1624.268185	-1630.405368	-1630.405485	0.248173586	1	0.267520642	1	1	1	-1629.33726	-1624.268185	-1630.405368	-1624.268185	2	0
GALGAL_R12803	34203863	34311473	outlier	0.207867978	0.0557696	0.20926	0.206959707	0.261677	0.20662	0.207347991	0.0931403	0.207842	-60932.02763	-60927.9646	-60892.94272	-60892.68738	-60951.66003	-60951.19764	0.004363322	1	0.474842908	1	0.336219887	1	-60927.9646	-60892.68738	-60951.19764	-60892.68738	2	0
GALGAL_R12870	34388539	34394709	outlier	0.254206897	135.565	0.254229	0.254455997	0.314629	0.253925	0.254206897	210.332	0.25423	-3491.132126	-3491.131975	-3485.98009	-3485.964753	-3491.132243	-3491.132119	0.986134943	1	0.860969672	1	0.987435421	1	-3491.131975	-3485.964753	-3491.132119	-3485.964753	2	0
GALGAL_R17258	34487665	34487877	outlier	0.036504019	0.0001	0.0364932	0.036469267	0.0001	0.0366347	0.036504019	0.0001	0.0364932	-1095.002886	-1095.002874	-1094.976989	-1094.899135	-1095.002772	-1095.002748	0.996091196	1	0.693139198	1	0.994472138	1	-1095.002874	-1094.899135	-1095.002748	-1094.899135	2	0
GALGAL_R12931	34819138	34883807	outlier	0.061267819	0.0001	0.0612391	0.062220853	0.0001	0.0634584	0.061267819	1.58484	0.0612387	-1446.166596	-1446.166559	-1442.608394	-1442.399218	-1446.166768	-1446.166859	0.993136422	1	0.517760512	1	1	1	-1446.166559	-1442.399218	-1446.166768	-1442.399218	2	0
GALGAL_R00231	34906861	34948843	outlier	0.36382021	236.021	0.363544	0.363986676	0.284216	0.364282	0.36382021	0.118337	0.363787	-16485.13083	-16485.04297	-16482.22982	-16482.20629	-16485.13312	-16485.13293	0.67508622	1	0.828235282	1	0.984529414	1	-16485.04297	-16482.20629	-16485.13293	-16482.20629	2	0
GALGAL_R00247	44090583	44115532	outlier	0.123228123	43.5391	0.123259	0.125016077	0.0124703	0.128379	0.123228123	11.4667	0.123259	-3591.713292	-3591.713571	-3582.171138	-3581.242128	-3591.713433	-3591.713529	1	1	0.172853495	1	1	1	-3591.713292	-3581.242128	-3591.713433	-3581.242128	2	0
GALGAL_R00382	44147268	44149365	outlier	0.165887733	999	0.163664	0.163128043	999	0.15959	0.166229839	0.0001	0.166284	-1628.840179	-1628.076341	-1626.425663	-1625.29123	-1629.460613	-1629.459931	0.216461571	1	0.131996455	1	0.970538929	1	-1628.076341	-1625.29123	-1629.459931	-1625.29123	2	1
GALGAL_R00248	44160906	44165740	outlier	0.097941906	16.6048	0.0979395	0.101584906	0.0001	0.103943	0.097941906	0.369383	0.0979397	-1536.946804	-1536.947109	-1528.971629	-1528.17292	-1536.947267	-1536.947275	1	1	0.206269502	1	1	1	-1536.946804	-1528.17292	-1536.947267	-1528.17292	2	0
GALGAL_R12675	44202986	44228355	outlier	0.068878471	999	0.068165	0.070056914	0.0374242	0.0707114	0.069080133	51.4283	0.0690736	-9363.978247	-9362.105577	-9351.152839	-9350.777722	-9364.955058	-9364.9539	0.052954953	1	0.386402155	1	0.961616752	1	-9362.105577	-9350.777722	-9364.9539	-9350.777722	2	0
GALGAL_R00383	44236843	44251408	outlier	0.065482736	0.0001	0.0654612	0.065375035	0.0580189	0.065451	0.065590924	0.0001	0.065942	-5832.989892	-5832.989643	-5825.460619	-5825.455042	-5832.701646	-5832.271601	0.982195955	1	0.915889807	1	0.353713507	1	-5832.989643	-5825.455042	-5832.271601	-5825.455042	2	0
GALGAL_R00249	44313474	44349071	outlier	0.184717841	0.0001	0.185872	0.184738423	0.185357	0.184745	0.184314068	0.0001	0.184462	-16394.07952	-16391.94298	-16357.88302	-16357.88299	-16395.14327	-16395.07911	0.03872064	1	0.994029234	1	0.720180319	1	-16391.94298	-16357.88299	-16395.07911	-16357.88299	2	0
GALGAL_R12863	44355882	44360851	outlier	0.051052087	7.44473	0.0510656	0.052005306	0.0001	0.0529922	0.05111674	0.0001	0.0512257	-3199.516557	-3199.51684	-3190.833108	-3189.914643	-3199.353835	-3199.256844	1	1	0.175311197	1	0.659622893	1	-3199.516557	-3189.914643	-3199.256844	-3189.914643	2	0
GALGAL_R00250	44740418	44743140	outlier	0.070618654	13.1279	0.0706084	0.073000765	0.0568416	0.0735299	0.070618654	27.642	0.0706084	-2376.260482	-2376.260853	-2363.29657	-2363.252393	-2376.260516	-2376.260864	1	1	0.766280226	1	1	1	-2376.260482	-2363.252393	-2376.260516	-2363.252393	2	0
GALGAL_R00251	44875612	44889917	outlier	0.252592126	999	0.251903	0.255276132	0.0803318	0.258403	0.252521715	999	0.250817	-7349.627813	-7348.97051	-7341.932458	-7340.831022	-7350.183361	-7349.151567	0.251562404	1	0.137753872	1	0.150854599	1	-7348.97051	-7340.831022	-7349.151567	-7340.831022	2	0
GALGAL_R00458	45035087	45054428	outlier	0.18376219	10.8511	0.183772	0.185640903	0.0658732	0.188335	0.183331366	0.732254	0.180421	-6975.190549	-6975.190913	-6969.783001	-6969.312874	-6971.150156	-6970.507926	1	1	0.332212528	1	0.257071418	1	-6975.190549	-6969.312874	-6970.507926	-6969.312874	2	0
GALGAL_R12802	45060162	45073939	outlier	0.047263682	46.9869	0.0471929	0.047446827	0.0001	0.0476	0.047202947	0.0001	0.047193	-2379.129476	-2379.189927	-2378.622499	-2378.520768	-2379.189254	-2379.18917	1	1	0.651940812	1	0.989658524	1	-2379.129476	-2378.520768	-2379.18917	-2378.520768	2	0
GALGAL_R00416	45109299	45112962	outlier	0.115141431	9.84939	0.115075	0.113210234	999	0.110916	0.115894198	0.0001	0.116721	-3118.238753	-3118.319819	-3116.721482	-3114.266948	-3116.537236	-3115.928228	1	1	0.026716053	1	0.269750364	1	-3118.238753	-3114.266948	-3115.928228	-3114.266948	2	1
GALGAL_R00418	45148763	45157725	outlier	0.055058875	3.41713	0.055044	0.055207346	0.0001	0.055384	0.055068563	534.063	0.0544081	-3218.070576	-3218.192422	-3217.93623	-3217.775647	-3218.093143	-3217.880866	1	1	0.570907763	1	0.514673389	1	-3218.070576	-3217.775647	-3217.880866	-3217.775647	2	0
GALGAL_R12679	45164035	45196299	outlier	0.629020842	0.194208	0.632745	0.629829006	0.317819	0.635908	0.628677049	0.26721	0.631315	-19467.83033	-19467.1727	-19444.16055	-19442.86146	-19467.1894	-19466.8787	0.251444868	1	0.106986106	1	0.430527513	1	-19467.1727	-19442.86146	-19466.8787	-19442.86146	2	0
GALGAL_R12681	45357315	45382910	outlier	0.007517049	0.0001	0.00764737	0.006531976	999	0.00572566	0.00738204	0.0001	0.00738032	-3622.719121	-3622.574414	-3622.655088	-3618.778289	-3626.719077	-3626.71905	0.590596298	1	0.005360564	1	0.994136823	1	-3622.574414	-3618.778289	-3626.71905	-3618.778289	2	1
GALGAL_R12919	45480531	45581361	outlier	0.177969079	0.0001	0.178473	0.178025852	0.0857956	0.178632	0.177410855	999	0.176725	-7641.156705	-7640.664162	-7635.913896	-7635.716458	-7639.346373	-7638.827494	0.320946372	1	0.52974744	1	0.308343476	1	-7640.664162	-7635.716458	-7638.827494	-7635.716458	2	0
GALGAL_R12682	45690300	45698302	outlier	0.028061851	7.12164	0.0280234	0.028145832	0.0001	0.028446	0.028061851	0.245037	0.0280234	-3514.040654	-3514.040937	-3509.198127	-3508.964578	-3514.040888	-3514.04091	1	1	0.494325262	1	1	1	-3514.040654	-3508.964578	-3514.040888	-3508.964578	2	0
GALGAL_R12856	45738855	45742845	outlier	0.401420959	0.145846	0.402771	0.401091253	5.84474	0.397567	0.399589596	15.1832	0.397383	-12205.33052	-12205.21372	-12199.56759	-12198.53908	-12199.97805	-12199.58073	0.628862829	1	0.151505017	1	0.37270498	1	-12205.21372	-12198.53908	-12199.58073	-12198.53908	2	0
GALGAL_R00453	45779672	45795909	outlier	0.046363595	0.0001	0.0466218	0.046875713	0.0001	0.0479255	0.046259178	0.0001	0.0462795	-2854.223779	-2854.01771	-2850.846114	-2849.763662	-2854.374299	-2854.374225	0.520886331	1	0.14119344	1	0.990293555	1	-2854.01771	-2849.763662	-2854.374225	-2849.763662	2	0
GALGAL_R00454	45806756	45813922	outlier	0.079394974	999	0.0780233	0.081359976	0.0001	0.0826548	0.080376581	2.8393	0.0803454	-2992.206217	-2991.032815	-2989.117051	-2988.293082	-2993.134237	-2993.134873	0.125540155	1	0.199239813	1	1	1	-2991.032815	-2988.293082	-2993.134237	-2988.293082	2	0
GALGAL_R12889	45849058	45855917	outlier	0.128171763	0.0001	0.129139	0.127345509	0.167109	0.127065	0.127928468	0.0001	0.127941	-2912.795855	-2912.201159	-2911.805058	-2911.78811	-2913.175754	-2913.175649	0.275452231	1	0.85392821	1	0.988437959	1	-2912.201159	-2911.78811	-2913.175649	-2911.78811	2	0
GALGAL_R00345	45883249	45884134	outlier	0.177849592	0.0001	0.177837	0.178957231	0.0001	0.180374	0.177962851	635.755	0.17395	-1268.882793	-1268.882784	-1268.544057	-1268.246877	-1268.850408	-1268.347288	0.996614873	1	0.440738069	1	0.315805307	1	-1268.882784	-1268.246877	-1268.347288	-1268.246877	2	0
GALGAL_R00412	45909369	45913981	outlier	0.253363365	0.0001	0.253383	0.252169131	0.212302	0.252504	0.253363365	2.2465	0.253383	-2357.957138	-2357.957114	-2353.236208	-2353.228435	-2357.957179	-2357.957191	0.994472138	1	0.900774042	1	1	1	-2357.957114	-2353.228435	-2357.957179	-2353.228435	2	0
GALGAL_R00411	45924801	45941355	outlier	0.095163296	0.0001	0.0955781	0.095115512	0.111861	0.0949153	0.094859081	11.3592	0.0948889	-4253.742137	-4253.400567	-4247.428266	-4247.417403	-4254.418425	-4254.41956	0.408507569	1	0.88281834	1	1	1	-4253.400567	-4247.417403	-4254.418425	-4247.417403	2	0
GALGAL_R00253	46228559	46247093	outlier	0.077524226	999	0.0764943	0.079438507	0.0001	0.0811384	0.077650923	50.0646	0.0776237	-4272.816609	-4271.357796	-4263.437401	-4261.944957	-4273.108908	-4273.108756	0.087616682	1	0.084045101	1	0.986089112	1	-4271.357796	-4261.944957	-4273.108756	-4261.944957	2	0
GALGAL_R00429	46296013	46399548	outlier	0.039816749	0.0001	0.0399605	0.039751637	0.0467296	0.0396239	0.039760092	0.0465224	0.0397455	-35757.62771	-35756.83878	-35742.03177	-35742.03494	-35754.3392	-35754.33107	0.209069213	1	1	1	0.898508212	1	-35756.83878	-35742.03177	-35754.33107	-35742.03177	2	0
GALGAL_R12908	46412160	46422820	outlier	0.125006446	999	0.123283	0.124792961	0.252404	0.124287	0.12505161	913.885	0.123153	-4850.986203	-4850.103957	-4846.604171	-4846.495379	-4850.698055	-4849.735306	0.184065209	1	0.640886987	1	0.165251829	1	-4850.103957	-4846.495379	-4849.735306	-4846.495379	2	0
