"Gene","clade","Chromosome","ws","we","wstart","outlier"
4508,"Columbea","chr13",5580000,5590000,663,FALSE
4626,"Columbea","chr13",6990000,7000000,9,FALSE
5334,"Columbea","chr14",3710000,3720000,713,FALSE
5583,"Columbea","chr14",7900000,7910000,417,FALSE
4928,"Columbea","chr14",10750000,10760000,211,FALSE
5043,"Columbea","chr14",12230000,12240000,94,FALSE
6223,"Columbea","chr15",650000,660000,440,FALSE
6131,"Columbea","chr15",4470000,4480000,1,FALSE
6704,"Columbea","chr17",580000,590000,442,FALSE
6475,"Columbea","chr17",1990000,2000000,0,FALSE
6604,"Columbea","chr17",4050000,4060000,1000,FALSE
7183,"Columbea","chr18",4510000,4520000,678,FALSE
7437,"Columbea","chr18",8580000,8590000,999,FALSE
7605,"Columbea","chr19",1900000,1910000,999,FALSE
7783,"Columbea","chr19",4780000,4790000,567,FALSE
7793,"Columbea","chr19",4990000,5000000,784,FALSE
7799,"Columbea","chr19",5070000,5080000,417,FALSE
7829,"Columbea","chr19",5820000,5830000,458,FALSE
8034,"Columbea","chr19",9940000,9950000,0,FALSE
21332,"Columbea","chr20",5920000,5930000,1,FALSE
21348,"Columbea","chr20",6180000,6190000,490,FALSE
21361,"Columbea","chr20",6380000,6390000,95,FALSE
20926,"Columbea","chr20",13140000,13150000,611,FALSE
21615,"Columbea","chr21",1160000,1170000,0,FALSE
21710,"Columbea","chr21",2640000,2650000,780,FALSE
21790,"Columbea","chr21",4030000,4040000,999,FALSE
22173,"Columbea","chr22",3860000,3870000,773,FALSE
22778,"Columbea","chr24",4010000,4020000,928,FALSE
23034,"Columbea","chr25",480000,490000,770,FALSE
23036,"Columbea","chr25",520000,530000,89,FALSE
23038,"Columbea","chr25",540000,550000,17,FALSE
23041,"Columbea","chr25",600000,610000,446,FALSE
23048,"Columbea","chr25",710000,720000,993,FALSE
23051,"Columbea","chr25",750000,760000,0,FALSE
23054,"Columbea","chr25",780000,790000,0,FALSE
23055,"Columbea","chr25",790000,800000,161,FALSE
23058,"Columbea","chr25",810000,820000,0,FALSE
23059,"Columbea","chr25",820000,830000,956,FALSE
22976,"Columbea","chr25",1010000,1020000,136,FALSE
22977,"Columbea","chr25",1020000,1030000,64,FALSE
22978,"Columbea","chr25",1040000,1050000,8,FALSE
22979,"Columbea","chr25",1050000,1060000,913,FALSE
22980,"Columbea","chr25",1060000,1070000,61,FALSE
22981,"Columbea","chr25",1080000,1090000,23,FALSE
22982,"Columbea","chr25",1090000,1100000,35,FALSE
22984,"Columbea","chr25",1110000,1120000,505,FALSE
23335,"Columbea","chr26",920000,930000,999,FALSE
23209,"Columbea","chr26",3380000,3390000,108,FALSE
59187,"Columbea","chrZ",12370000,12380000,313,FALSE
59227,"Columbea","chrZ",12980000,12990000,79,FALSE
59593,"Columbea","chrZ",18310000,18320000,0,FALSE
59695,"Columbea","chrZ",19740000,19750000,898,FALSE
60563,"Columbea","chrZ",34300000,34310000,1000,FALSE
60581,"Columbea","chrZ",34530000,34540000,621,FALSE
60585,"Columbea","chrZ",34610000,34620000,6,FALSE
60754,"Columbea","chrZ",37240000,37250000,147,FALSE
61016,"Columbea","chrZ",41710000,41720000,0,FALSE
61020,"Columbea","chrZ",41760000,41770000,4,FALSE
61021,"Columbea","chrZ",41780000,41790000,915,FALSE
61023,"Columbea","chrZ",41800000,41810000,212,FALSE
61027,"Columbea","chrZ",41900000,41910000,28,FALSE
61029,"Columbea","chrZ",41910000,41920000,173,FALSE
61030,"Columbea","chrZ",41920000,41930000,321,FALSE
61032,"Columbea","chrZ",41950000,41960000,927,FALSE
61034,"Columbea","chrZ",42000000,42010000,944,FALSE
61556,"Columbea","chrZ",50760000,50770000,3,FALSE
61641,"Columbea","chrZ",51960000,51970000,714,FALSE
61664,"Columbea","chrZ",52260000,52270000,43,FALSE
61667,"Columbea","chrZ",52310000,52320000,1,FALSE
61985,"Columbea","chrZ",56910000,56920000,964,FALSE
62203,"Columbea","chrZ",60160000,60170000,999,FALSE
62241,"Columbea","chrZ",60820000,60830000,0,FALSE
62449,"Columbea","chrZ",64070000,64080000,642,FALSE
62718,"Columbea","chrZ",67740000,67750000,638,FALSE
62805,"Columbea","chrZ",68960000,68970000,936,FALSE
